review_id,review_id_label,m_design,m_countr,vaccine,vaccine_other,dose_delay_min,dose_delay_interval,vac_l,vac_u,study_l,study_u,num_vaccinated,sample_size,num_controls,age_inc_min,age_inc_max,age_case_min,age_case_max,age_cases_mean,age_cases_median,age_cases_IQR,age_cases_sdev,vaccination_status_acser,case_ascertainment,case_inclusion_criteria,dehydration,symptomatic,control_ascertainement,control_inclusion_criteria,case_confirmation,case_confirmation_other,non_case_confirmation,non_case_confirmation_other,estim_unadj,estim_unadj_ci_l,estim_unadj_ci_u,estim_unadj_se,estim_adj,estim_adj_ci_l,estim_adj_ci_u,estim_adj_se,n_cases_vaccinated,n_noncases_vaccinated,n_cases_unvaccinated,n_noncases_unvaccinated,main_estimate,doses_l,doses_u,serotype_majority,serotype_majority_description,serotype_minority,serotype_minority_description,biotype_majority,biotype_majority_description,biotype_minority,biotype_minority_description,f_source,m_design_comment,m_countr_comment,vaccine_comment,vaccine_other_comment,dose_delay_comment,vac_l_comment,vac_u_comment,study_l_comment,study_u_comment,num_vaccinated_comment,sample_size_comment,num_controls_comment,age_inc_min_comment,age_inc_max_comment,age_case_min_comment,age_case_max_comment,age_cases_mean_comment,age_cases_median_comment,age_cases_IQR_comment,vaccination_status_acser_comment,case_ascertainment_comment,case_inclusion_criteria_comment,dehydration_coomment,symptomatic_comment,control_ascertainement_comment,control_inclusion_criteria_comment,case_confirmation_comment,case_confirmation_other_comment,non_case_confirmation_comment,non_case_confirmation_other_comment,estim_unadj_comment,estim_unadj_ci_l_comment,estim_unadj_ci_u_comment,estim_unadj_se_comment,estim_adj_comment,estim_adj_ci_l_comment,estim_adj_ci_u_comment,estim_adj_se_comment,n_cases_vaccinated_comment,n_noncases_vaccinated_comment,n_cases_unvaccinated_comment,n_noncases_unvaccinated_comment,doses_l_comment,doses_u_comment,cholera_serotype_comment,cholera_biotype_comment,f_source_comment,general_comment
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21141,42361,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,85,62,94,,,,,,4,21137,26,21194,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,"The trial used ""conventional technique"". We need to read the cited article to determine what the techniques are.",,,,,,,,,,,,,,,,"How do we characterize the exact dose??_""vaccinated""=a subject must have received three doses of the assigned agent in different rounds, and completely ingested the first dose, and ingested at least three-quarters of the second and third doses",,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21137,42357,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,58,14,79,,,,,,11,21126,26,21194,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,8825,17761,8936,2,10,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,92,,,,,,,,1,8824,13,8923,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,12316,24600,12284,10.1,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,77,,,,,,,,3,12313,13,12271,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 10-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21141,42361,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.","1,2",,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,89,,,,,,,,2,21139,18,21202,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21141,42361,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",3,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,75,,,,,,,,2,21139,8,21212,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-06-17,21141,42361,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,87,,,,,,,,2,21139,15,21205,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,83 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-06-18,1985-09-18,20986,42057,21071,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,82,,,,,,,,2,20984,11,21060,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,84 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,8838,17774,8936,2,10,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,53,,,,,,,,6,8832,13,8923,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 10-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,12299,24583,12284,10.1,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,62,,,,,,,,5,12294,13,12271,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21137,42357,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.","1,2",,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,44,,,,,,,,10,21127,18,21202,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-09-18,21137,42357,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",3,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,87,,,,,,,,1,21136,8,21212,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-06-17,21137,42357,21220,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,60,,,,,,,,6,21131,15,21205,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,14 days after 3rd dose,83 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"Clemens et al, 1986",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-06-18,1986-02-15,20974,42045,21071,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,54,,,,,,,,5,20969,11,21060,,3,3,2,,1,,1,,2,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,"For this study ""vaccination proceeded in three six-week rounds, followed by a short one-week fourth round designed to give a third dose to two-dose recipients""",,,84 days after 3rd dose,176 days after 3rd dose,,,,From children aged 2-15 years and women aged over 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,"Clemens et al, 1988",1,BGD,5,BS-WC ,42,,1985-01-01,1985-05-31,1985-04-09,1985-06-17,20705,41542,20837,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,62,47,,,,,,,41,20705,110,20727,,3,3,,,,,,,,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,,,,14 days after 3rd dose,83 days after receipt 3rd dose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From children aged 2-15 years and women aged over 15 years
1551,"Clemens et al, 1988",1,BGD,5,WC,42,,1985-01-01,1985-05-31,1985-04-09,1985-06-17,20743,41580,20837,2,Inf,,,,,,,1,1,"""Cholera"" was defined as a diarrhoeal episode (WHO criteria) in which V cholerae 01 was isolated, the diarrhoea was described as non-bloody, and a field check confirmed the patient’s identity.",,,,2-15 years and females aged over 15 years residing in the vaccine trial area at the onset of vaccination,3,,,,53,34,,,,,,,52,20753,110,20727,,3,3,,,,,,,,,"United States Agency for International Development, the Government of Japan, the Swedish Agency for Research Cooperation with Developing Countries, and the World Health Organisation.",,,,,,,,14 days after 3rd dose,83 days after receipt 3rd dose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From children aged 2-15 years and women aged over 15 years
